objectid,filename,title,creator,editor,publisher,date,subject,description,source,identifier,format,language,rights,rightsstatement
W.2005.1.520,https://weltylab.org/collection/W2005_1_520.jpg,"Sleep it Off, Lady ",Jean Rhys, ,,1976,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.531,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.521,https://weltylab.org/collection/W2005_1_521.jpg,Someone Like You,Roald Dahl, ,,1953,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.532,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.522,https://weltylab.org/collection/W2005_1_522.jpg,At the Jerusalem,Paul Bailey, ,,"1982, c1967",Fiction,"Book is inscribed on title page: ""for Eudora Welty/ with great admiration/ Paul Bailey/ October 4 1984"" Note: Originally published in London.",Mississippi Department of Archives and History,W2005.1.533,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.523,https://weltylab.org/collection/W2005_1_523.jpg,The Old Man at the Railroad Crossing and Other Tales,William Maxwell, ,,1966,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.534,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.524,https://weltylab.org/collection/W2005_1_524.jpg,A Summons to Memphis: A Novel,Peter Taylor, ,,1986,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.535,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.525,https://weltylab.org/collection/W2005_1_525.jpg,The Golden Weather,Louis Robin, ,,1961,Fiction,"Book is inscribed on the inside of the front cover and on the title page.  The inscription on the inside of the front cover reads : ""Louise Redrij/ Hollis College, Va/ 6/1/61""  The inscription on the title page reads: ""For Eudora Welty-/ in admiration + / with gratitude/ Louis/ 2/4/89"" Note: ",Mississippi Department of Archives and History,W2005.1.536,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.526,https://weltylab.org/collection/W2005_1_526.jpg,Alexandria: A History and a Guide,E.M. Forster, ,,1961,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.537,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.527,https://weltylab.org/collection/W2005_1_527.jpg,Recollections of the Lakes and the Lake Poets,Thomas de Quincey, ,,1972,Non-fiction," Note: There is a handwritten ""X"" next to ""A Letter to Williams Wordsworth"" and ""The Estrangement from Wordsworth"" in table of contents.",Mississippi Department of Archives and History,W2005.1.538,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.528,https://weltylab.org/collection/W2005_1_528.jpg,A Pocket Full of Rye,Agatha Christie, ,,1970,Fiction,"Book is inscribed on inside of front cover: ""EW"" Note: ",Mississippi Department of Archives and History,W2005.1.539,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.529,https://weltylab.org/collection/W2005_1_529.jpg,Mrs. McGinty's Dead,Agatha Christie, ,,1970,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.540,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
W.2005.1.530,https://weltylab.org/collection/W2005_1_530.jpg,Ten Little Indians,Agatha Christie, ,,"1975, c1967",Fiction, Note: Pages 85-88 are folded.,Mississippi Department of Archives and History,W2005.1.541,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
